celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week1_judge_total,week2_judge_total,week3_judge_total,week4_judge_total,week5_judge_total,week6_judge_total,week7_judge_total,week8_judge_total,week9_judge_total,week10_judge_total,week11_judge_total,weeks_danced,judge_avg_week_total,judge_sum_week_total,judge_max_week_total,judge_avg_first3_total,season_cast_size,placement_pct,edits_total_to_cutoff,log_edits,wiki_title,pageid,has_wiki_ok
Alexis Ren,Alan Bersten,Social Media Personality,California,United States,21,27,4th Place,4,7.0,7.5,7.5,,8.0,8.5,8.0,,9.0,8.0,9.0,,8.0,8.0,9.0,,10.0,9.0,10.0,,9.0,9.0,9.0,,9.0,9.0,9.5,,9.5,9.5,10.0,,9.5,9.5,9.5,,,,,,,,,,22.0,24.5,26.0,25.0,29.0,27.0,27.5,29.0,28.5,,,9,26.5,238.5,29.0,24.166666666666668,13,0.25,238.0,5.476463551931511,Alexis Ren,54577289.0,True
Joe Amabile,Jenna Johnson,TV Personality,Illinois,United States,32,27,Eliminated Week 8,6,5.0,4.0,5.0,,5.5,6.0,6.0,,6.0,6.0,6.0,,5.0,5.0,5.0,,6.0,5.0,6.0,,8.0,7.0,7.0,,8.0,7.5,8.0,,8.0,7.5,7.5,,0.0,0.0,0.0,,,,,,,,,,14.0,17.5,18.0,15.0,17.0,22.0,23.5,23.0,0.0,,,8,18.75,150.0,23.5,16.5,13,0.4166666666666667,3.0,1.3862943611198906,Joe Amabile,58468039.0,True
Kate Flannery,Pasha Pashkov,Actor/Actress,Pennsylvania,United States,55,28,Eliminated Week 8,7,5.0,5.0,5.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.0,7.0,6.0,6.0,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,8.6666,8.6666,8.6666,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,15.0,21.0,24.0,26.0,24.0,27.0,24.0,25.9998,0.0,0.0,0.0,8,23.374975,186.9998,27.0,20.0,12,0.5454545454545454,334.0,5.814130531825066,Kate Flannery,4702041.0,True
James Van Der Beek,Emma Slater,Actor/Actress,Connecticut,United States,42,28,Eliminated Week 10,5,7.0,7.0,7.0,,7.0,6.0,7.0,,8.0,7.0,8.0,,7.0,7.0,7.0,7.0,9.0,8.0,9.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,10.6666,10.6666,10.6666,,9.0,8.5,9.5,9.0,8.5,8.5,8.5,,0.0,0.0,0.0,,21.0,20.0,23.0,28.0,26.0,27.0,27.0,31.9998,36.0,25.5,0.0,10,26.549979999999998,265.4998,36.0,21.333333333333332,12,0.36363636363636365,1315.0,7.182352111885263,James Van Der Beek,600595.0,True
Kel Mitchell,Witney Carson,Actor/Actress,Illinois,United States,41,28,2nd Place,2,6.0,5.0,5.0,,7.0,6.0,7.0,,7.0,6.0,7.0,,8.0,8.0,8.0,8.0,9.0,8.0,9.0,,9.0,8.0,9.0,,8.5,8.5,8.5,,9.6666,9.6666,10.6666,,9.0,9.0,9.5,9.5,9.5,9.5,9.5,,10.0,9.5,10.0,,16.0,20.0,20.0,32.0,26.0,26.0,25.5,29.9998,37.0,28.5,29.5,11,26.409072727272726,290.4998,37.0,18.666666666666668,12,0.09090909090909091,3316.0,8.106816038947052,Kel Mitchell,661872.0,True
Ray Lewis,Cheryl Burke,Athlete,Florida,United States,44,28,Withdrew,11,5.0,5.0,5.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,15.0,30.0,15.0,15.0,12,0.9090909090909091,3399.0,8.131530710604252,Ray Lewis,449982.0,True
Lamar Odom,Peta Murgatroyd,Athlete,New York,United States,39,28,Eliminated Week 4,10,5.0,3.0,3.0,,4.0,4.0,4.0,,4.0,4.0,4.0,,5.0,7.0,4.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,11.0,12.0,12.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,13.75,55.0,20.0,11.666666666666666,12,0.8181818181818182,2241.0,7.715123603632105,Lamar Odom,651268.0,True
Sailor Brinkley-Cook,Valentin Chmerkovskiy,Model,New York,United States,21,28,Eliminated Week 6,9,6.0,6.0,6.0,,6.0,6.0,6.0,,7.0,8.0,8.0,,7.0,8.0,8.0,8.0,8.0,8.0,8.0,,9.0,9.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,18.0,18.0,23.0,31.0,24.0,27.0,0.0,0.0,0.0,0.0,0.0,6,23.5,141.0,31.0,19.666666666666668,12,0.7272727272727273,4.0,1.6094379124341003,Sailor Brinkley Cook,41476979.0,True
Sean Spicer,Lindsay Arnold,Politician,New York,United States,48,28,Eliminated Week 9,6,4.0,4.0,4.0,,6.0,5.0,5.0,,5.0,5.0,5.0,,5.0,6.0,5.0,5.0,7.0,6.0,6.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,6.0,,6.5,6.0,6.5,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,,12.0,16.0,15.0,21.0,19.0,21.0,21.0,20.0,25.0,0.0,0.0,9,18.88888888888889,170.0,25.0,14.333333333333334,12,0.45454545454545453,1178.0,7.072421900537371,Sean Spicer,52246221.0,True
Mary Wilson,Brandon Armstrong,Singer/Rapper,Nevada,United States,75,28,Eliminated Week 2,12,6.0,5.0,6.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,17.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,16.0,32.0,17.0,16.0,12,1.0,,,,,False
Lauren Alaina,Gleb Savchenko,Singer/Rapper,Georgia,United States,24,28,4th Place,4,7.0,6.0,6.0,,6.0,6.0,7.0,,6.0,7.0,7.0,,8.0,8.0,8.0,8.0,8.0,7.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,9.0,9.0,8.5,8.5,9.0,9.0,9.0,,9.5,9.5,9.5,,19.0,19.0,20.0,32.0,23.0,26.0,27.0,24.0,35.0,27.0,28.5,11,25.5,280.5,35.0,19.333333333333332,12,0.2727272727272727,2464.0,7.80994708647679,Lauren Alaina,31000171.0,True
Ally Brooke,Sasha Farber,Singer/Rapper,Texas,United States,26,28,3rd Place,3,5.0,5.0,6.0,,7.0,6.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,8.0,9.0,9.0,9.0,,8.0,9.0,8.0,,9.0,9.0,9.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,9.5,10.0,,10.0,10.0,10.0,,16.0,20.0,24.0,32.0,27.0,25.0,27.0,30.0,40.0,29.5,30.0,11,27.318181818181817,300.5,40.0,20.0,12,0.18181818181818182,781.0,6.661854740545311,Ally Brooke,37607502.0,True
Karamo Brown,Jenna Johnson,TV Personality,Texas,United States,38,28,Eliminated Week 7,8,6.0,5.0,6.0,,7.0,5.0,7.0,,5.0,5.0,6.0,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,9.0,8.0,8.0,,8.5,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,17.0,19.0,16.0,28.0,21.0,25.0,24.5,0.0,0.0,0.0,0.0,7,21.5,150.5,28.0,17.333333333333332,12,0.6363636363636364,183.0,5.214935757608986,Karamo Brown,54992730.0,True
Hannah Brown,Alan Bersten,TV Personality,Alabama,United States,24,28,1st Place,1,7.0,7.0,6.0,,8.0,8.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,8.0,9.0,7.0,9.0,,8.0,8.0,8.0,,8.5,9.0,8.5,,10.6666,9.6666,10.6666,,9.0,8.5,9.0,9.0,9.0,9.0,9.0,,10.0,9.5,9.5,,20.0,24.0,21.0,32.0,25.0,24.0,26.0,30.9998,35.5,27.0,29.0,11,26.77270909090909,294.4998,35.5,21.666666666666668,12,0.0,96.0,4.574710978503383,Hannah Brown,60215586.0,True
Anne Heche,Keo Motsepe,Actor/Actress,Ohio,United States,51,29,Eliminated Week 4,13,6.0,6.0,6.0,,6.0,6.0,6.0,,5.0,5.0,5.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,18.0,18.0,15.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,18.0,72.0,21.0,17.0,15,0.8571428571428571,1539.0,7.3395376954076745,Anne Heche,320781.0,True
Jesse Metcalfe,Sharna Burgess,Actor/Actress,California,United States,41,29,Eliminated Week 5,12,6.0,6.0,6.0,,7.0,7.0,6.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,7.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,18.0,20.0,20.0,21.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,5,19.6,98.0,21.0,19.333333333333332,15,0.7857142857142857,1538.0,7.338888133838879,Jesse Metcalfe,1533111.0,True
Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,29,Eliminated Week 8,8,4.0,5.0,4.0,,6.0,6.0,6.0,,7.0,7.0,8.0,,7.0,8.0,7.0,,6.0,6.0,7.0,,8.0,8.0,8.0,,9.0,9.0,8.0,,9.0,9.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,13.0,18.0,22.0,22.0,19.0,24.0,26.0,27.0,0.0,0.0,0.0,8,21.375,171.0,27.0,17.666666666666668,15,0.5,356.0,5.877735781779639,Chrishell Stause,2245230.0,True
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,29,Eliminated Week 10,5,7.0,7.0,7.0,,5.0,5.0,5.0,,6.0,6.0,6.0,,10.0,9.0,9.0,,8.0,8.0,8.0,,6.0,6.0,6.0,,9.0,9.0,9.0,,8.6666,9.6666,8.6666,,9.6666,9.6666,9.6666,,9.5,9.5,9.5,,0.0,0.0,0.0,,21.0,15.0,18.0,28.0,24.0,18.0,27.0,26.9998,28.9998,28.5,0.0,10,23.54996,235.4996,28.9998,18.0,15,0.2857142857142857,2061.0,7.631431664576906,Skai Jackson,33506114.0,True
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,29,4th Place,4,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,6.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,8.0,,9.6666,9.6666,9.6666,,8.6666,8.6666,8.6666,,9.5,10.0,9.5,,10.0,10.0,10.0,,21.0,21.0,19.0,24.0,24.0,27.0,26.0,28.9998,25.9998,29.0,30.0,11,25.090872727272725,275.9996,30.0,20.333333333333332,15,0.21428571428571427,463.0,6.139884552226255,Justina Machado,2034846.0,True
Charles Oakley,Emma Slater,Athlete,Ohio,United States,56,29,Eliminated Week 2,15,4.0,4.0,4.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,13.5,27.0,15.0,13.5,15,1.0,642.0,6.466144724237619,Charles Oakley,1277617.0,True
Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,29,Eliminated Week 6,11,5.0,6.0,6.0,,6.0,6.0,6.0,,8.0,7.0,7.0,,8.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,17.0,18.0,22.0,22.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,6,20.166666666666668,121.0,22.0,19.0,15,0.7142857142857143,,,,,False
Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,29,Eliminated Week 10,6,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,10.0,10.0,9.0,,7.0,8.0,7.0,,9.0,9.0,9.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,9.5,9.5,9.5,,0.0,0.0,0.0,,18.0,18.0,24.0,24.0,29.0,22.0,27.0,30.0,30.0,28.5,0.0,10,25.05,250.5,30.0,20.0,15,0.35714285714285715,2360.0,7.766840537085513,Johnny Weir,1352814.0,True
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,29,2nd Place,2,7.0,7.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,9.0,9.0,,9.0,9.0,8.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,9.6666,9.6666,9.6666,,10.0,10.0,10.0,,10.0,10.0,10.0,,20.0,21.0,24.0,24.0,26.0,26.0,30.0,30.0,28.9998,30.0,30.0,11,26.363618181818183,289.9998,30.0,21.666666666666668,15,0.07142857142857142,465.0,6.144185634125646,Nev Schulman,37689668.0,True
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,29,Eliminated Week 9,7,6.0,6.0,6.0,,7.0,6.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,7.6666,8.6666,8.6666,,0.0,0.0,0.0,,0.0,0.0,0.0,,18.0,19.0,21.0,24.0,24.0,27.0,26.0,27.0,24.9998,0.0,0.0,9,23.444422222222222,210.9998,27.0,19.333333333333332,15,0.42857142857142855,1544.0,7.3427791893318455,AJ McLean,675411.0,True
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,29,3rd Place,3,5.0,5.0,6.0,,6.0,6.0,6.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.5,9.0,9.5,,9.5,9.5,9.5,,16.0,18.0,18.0,21.0,24.0,24.0,27.0,24.0,24.0,28.0,28.5,11,22.954545454545453,252.5,28.5,17.333333333333332,15,0.14285714285714285,5805.0,8.666647144584575,Nelly,169408.0,True
Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35,29,1st Place,1,6.0,7.0,7.0,,7.0,8.0,7.0,,8.0,7.0,8.0,,9.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,7.0,9.0,8.0,,9.0,10.0,9.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,20.0,22.0,23.0,25.0,27.0,27.0,24.0,28.0,30.0,30.0,30.0,11,26.0,286.0,30.0,21.666666666666668,15,0.0,220.0,5.3981627015177525,Kaitlyn Bristowe,46883354.0,True
Carole Baskin,Pasha Pashkov,TV Personality,Texas,United States,59,29,Eliminated Week 3,14,4.0,4.0,3.0,,6.0,5.0,5.0,,5.0,4.0,3.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,11.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13.0,39.0,16.0,13.0,15,0.9285714285714286,291.0,5.676753802268282,Carole Baskin,63468915.0,True
Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,29,Eliminated Week 7,10,6.0,7.0,6.0,,5.0,6.0,5.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,9.0,8.0,,9.0,9.0,9.0,,7.0,8.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,19.0,16.0,21.0,24.0,26.0,27.0,22.0,0.0,0.0,0.0,0.0,7,22.142857142857142,155.0,27.0,18.666666666666668,15,0.6428571428571429,38.0,3.6635616461296463,Monica Aldama,62861622.0,True
Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,29,Withdrew,9,6.0,6.0,6.0,,6.0,6.0,6.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,9.0,,8.0,9.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,18.0,18.0,22.0,21.0,24.0,25.0,25.0,0.0,0.0,0.0,0.0,7,21.857142857142858,153.0,25.0,19.333333333333332,15,0.5714285714285714,760.0,6.634633357861686,Jeannie Mai,23970626.0,True
Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,30,Eliminated Week 2,15,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2,14.0,28.0,15.0,14.0,15,1.0,667.0,6.504288173536645,Martin Kove,2176801.0,True
Brian Austin Green,Sharna Burgess,Actor/Actress,California,United States,48,30,Eliminated Week 4,13,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,6.0,6.0,,6.5,6.0,7.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,24.0,23.0,19.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,,4,23.0,92.0,26.0,22.0,15,0.8571428571428571,2356.0,7.7651449029361315,Brian Austin Green,225485.0,True
Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,30,Eliminated Week 9,6,7.0,6.0,7.0,6.0,7.0,6.0,7.0,7.0,8.0,7.0,8.0,,9.0,9.5,9.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,8.0,9.0,9.5,9.5,9.5,9.5,10.5,10.5,10.5,10.5,8.5,9.5,9.0,9.0,0.0,0.0,0.0,0.0,,,,,26.0,27.0,23.0,36.5,36.0,34.0,38.0,42.0,36.0,0.0,,9,33.166666666666664,298.5,42.0,25.333333333333332,15,0.35714285714285715,710.0,6.566672429803241,Melora Hardin,1796057.0,True
Matt James,Lindsay Arnold,Athlete,North Carolina,United States,29,30,Eliminated Week 4,12,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,7.0,6.0,7.0,,7.0,6.5,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,24.0,22.0,20.0,28.5,0.0,0.0,0.0,0.0,0.0,0.0,,4,23.625,94.5,28.5,22.0,15,0.7857142857142857,,,,,False
"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,30,Eliminated Week 7,9,6.0,6.0,6.0,6.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,,8.5,7.5,8.5,8.0,8.0,8.0,8.0,8.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,24.0,26.0,22.0,32.5,32.0,34.0,32.0,0.0,0.0,0.0,,7,28.928571428571427,202.5,34.0,24.0,15,0.5714285714285714,13402.0,9.503233841478497,The Miz,2162222.0,True
Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,30,Eliminated Week 9,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,8.5,8.0,9.0,8.5,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.25,8.25,8.25,9.25,10.5,10.5,10.5,10.5,10.0,9.0,9.5,9.0,0.0,0.0,0.0,0.0,,,,,28.0,28.0,21.0,34.0,36.0,36.0,34.0,42.0,37.5,0.0,,9,32.94444444444444,296.5,42.0,25.666666666666668,15,0.2857142857142857,460.0,6.133398042996649,Sunisa Lee,59267698.0,True
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,30,1st Place,1,7.0,4.0,5.0,5.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,,8.5,6.5,8.5,8.0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,10.0,9.5,7.5,8.5,8.5,9.0,8.0,9.0,9.0,9.5,9.0,10.0,9.0,10.0,10.0,10.0,10.0,,,,,21.0,25.0,19.0,31.5,28.0,40.0,34.0,35.0,37.5,40.0,,10,31.1,311.0,40.0,21.666666666666668,15,0.0,1540.0,7.340186835320115,Iman Shumpert,26654955.0,True
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,30,3rd Place,3,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,7.5,6.5,7.5,7.5,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,8.5,8.5,9.5,9.5,10.0,10.0,9.0,9.0,9.0,9.0,8.5,9.0,9.5,9.5,9.5,9.5,,,,,24.0,24.0,18.0,29.0,32.0,36.0,36.0,38.0,35.5,38.0,,10,31.05,310.5,38.0,22.0,15,0.14285714285714285,0.0,0.0,Cody Rigsby,68748127.0,True
Melanie C,Gleb Savchenko,Singer/Rapper,,England,47,30,Eliminated Week 5,11,7.0,7.0,6.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,,8.0,8.0,8.5,8.5,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,27.0,30.0,22.0,33.0,36.0,0.0,0.0,0.0,0.0,0.0,,5,29.6,148.0,36.0,26.333333333333332,15,0.7142857142857143,5961.0,8.693161274238017,Melanie C,262475.0,True
Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,30,Eliminated Week 8,7,6.0,5.0,6.0,5.0,7.0,6.0,7.0,7.0,6.0,6.0,8.0,,8.5,7.5,8.5,8.0,8.0,8.0,9.0,9.0,10.0,9.0,10.0,9.0,9.0,9.0,10.0,10.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,22.0,27.0,20.0,32.5,34.0,38.0,38.0,32.0,0.0,0.0,,8,30.4375,243.5,38.0,23.0,15,0.42857142857142855,333.0,5.811140992976701,Jimmie Allen,57880949.0,True
Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,30,Eliminated Week 8,8,7.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,8.0,8.0,8.0,,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,11.0,9.0,11.0,11.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,25.0,27.0,24.0,35.0,36.0,36.0,42.0,36.0,0.0,0.0,,8,32.625,261.0,42.0,25.333333333333332,15,0.5,569.0,6.345636360828596,Olivia Jade,60216019.0,True
JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,30,2nd Place,2,8.0,7.0,7.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,,8.5,8.5,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.5,9.5,10.5,10.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,29.0,31.0,24.0,35.0,40.0,40.0,39.0,41.0,40.0,40.0,,10,35.9,359.0,41.0,28.0,15,0.07142857142857142,1164.0,7.060476365999801,JoJo Siwa,50561266.0,True
Christine Chiu,Pasha Pashkov,TV Personality,,Taiwan China,38,30,Eliminated Week 3,14,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,25.0,24.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3,23.333333333333332,70.0,25.0,23.333333333333332,15,0.9285714285714286,94.0,4.553876891600541,Bling Empire,66472318.0,True
Kenya Moore,Brandon Armstrong,TV Personality,Michigan,United States,50,30,Eliminated Week 6,10,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,,7.0,7.0,8.0,7.5,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,26.0,24.0,21.0,29.5,36.0,32.0,0.0,0.0,0.0,0.0,,6,28.083333333333332,168.5,36.0,23.666666666666668,15,0.6428571428571429,1169.0,7.064759027791802,Kenya Moore,2920466.0,True
Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,30,4th Place,4,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,8.5,8.5,8.5,8.5,10.0,10.0,9.0,10.0,9.0,9.0,10.0,10.0,8.25,8.25,8.25,9.25,10.5,10.5,10.5,10.5,9.5,10.0,10.0,10.0,9.5,10.0,9.5,10.0,,,,,28.0,32.0,24.0,34.0,39.0,38.0,34.0,42.0,39.5,39.0,,10,34.95,349.5,42.0,28.0,15,0.21428571428571427,152.0,5.030437921392435,Amanda Kloots,65906228.0,True
